Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|em milhares|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|em milhares|consolid:sim*,Receita|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|em milhares|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da empresa|em milhares|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,%AcPoss|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,%AcPoss|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,%AcPoss|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,%AcPoss|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,%AcPoss|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,%AcPoss|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,%AcPoss|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,%AcPoss|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,%AcPoss|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,%AcPoss|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,%AcPoss|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,%AcPoss|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,%AcPoss|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,%AcPoss|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,%AcPoss|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,%AcPoss|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,%AcPoss|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,%AcPoss|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,%AcPoss|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,%AcPoss|31/12/2011|10.Maior|Com Voto
Eletropaulo,ON,61695227000193,BR,ativo,1417,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELPL3,BRELPLACNOR9,12,10765981,4009711,9835578,2344514,1572105,Real,167344,9.3944509787,23.960888947,58.774608164,6.8067207623,15.4,22.7,Companhia Brasiliana de Energia,7.4,Geracao Futuro Corretora de Valores S/A,6.0,Bndespar - BNDES Participacoes SA,0.7,Uniao Federal (Tesouro Nacional),0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,AES Elpa,78,Uniao Federal (Tesouro Nacional),20.0,Bndespar - BNDES Participacoes SA,0,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-
Emae,ON,2302101000142,BR,ativo,1699,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EMAE3,BREMAEACNOR4,12,1132142,771885,164093,-58986,-40815,Real,36947,-1.1046905026,20.891682681,4.4413078193,0.0796858965,-,-,Eletrobras - Centrais Eletricas Brasileiras S.A.,64.8,Altocapital Ajax Fundo de Investimento em Acoes,6.2,Governo do Estado de Sao Paulo,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Governo do Estado de Sao Paulo,98,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Embraer,ON,7689002000189,BR,ativo,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,"ADR,etc (emp estrang)",NYSE,ERJ,US29082A1079,12,16616375,5641331,9858055,2219230,156297,Real,723667,-,-,-,0.08825,1.4,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,10,Oppenheimer Funds Inc.,8.5,Thornburg Investment Management'S,7,Cia Bozano Simonsen Com & Ind,5.9,Bndespar - BNDES Participacoes SA,5,"Blackrock, Inc",5,Acoes em Tesouraria,2.3,-,-,-,-,-,-
Embraer,ON,7689002000189,BR,ativo,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,Ação,Bovespa,EMBR3,BREMBRACNOR4,12,16616375,5641331,9858055,2219230,156297,Real,723667,0.21597976801,7.7954791361,13.622401146,0.25,2.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,10,Oppenheimer Funds Inc.,8.5,Thornburg Investment Management'S,7,Cia Bozano Simonsen Com & Ind,5.9,Bndespar - BNDES Participacoes SA,5,"Blackrock, Inc",5,Acoes em Tesouraria,2.3,-,-,-,-,-,-
Embratel Part,ON,2558124000112,BR,ativo,1764,Telecomunicações,Telecomunicações,Ação,Bovespa,EBTP3,BREBTPACNOR3,12,22074821,10460592,12233264,3697697,391378,Real,1088244549,0.00035964159008,0.0096123541438,0.011241282128,0.0001613904,1.8,1.6,Telmex Solutions Telecom. Ltda,97.4,Controladora de Serv. Telec. S.A. de C.V,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telmex Solutions Telecom. Ltda,55,Controladora de Serv. Telec. S.A. de C.V,43.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Encorpar,ON,1971614000183,BR,ativo,1649,Indústria de fios,Textil,Ação,Bovespa,ECPR3,BRECPRACNOR5,12,218062,181686,3363,1874,46128,Real,1900,24.277894737,95.624210526,1.77,1.24582,3.3,7.4,Jose Alencar G Silva-Com Part Emp,44.5,Wembley Sociedade Anonima,31.6,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wembley Sociedade Anonima,60,Econorte Emp Cons Nor de Minas Ltda,17.9,Jose Alencar G Silva-Com Part Emp,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Energias BR,ON,3983431000103,BR,ativo,1976,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ENBR3,BRENBRACNOR2,12,13662280,4605014,5401662,1754373,490714,Real,158525,1.0318330442,9.6830447353,11.358170635,0.79402473333,5.7,6.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Edp - Investment & Services Limited,24,Balwerk-Cons. Econ. e Part. Soc. Ltda.,15.7,Edp - Energias de Portugal S.A.,11,Acoes em Tesouraria,0.2,-,-,-,-,-,-,-,-,-,-,-,-
Energisa,ON,864214000106,BR,ativo,1525,"Empresa de eletricidade, gas e agua",Energia Elétrica,Ação,Bovespa,ENGI3,BRENGIACNOR0,12,4258403,1304275,2426613,761592,212054,Real,1077959,0.19671805699,1.2099486159,2.2511180852,89,4.0,4.7,Fundo de Investimento em Participacoes da Serra,80.9,Eletrobras - Centrais Eletricas Brasileiras S.A.,4.5,Acoes em Tesouraria,3.0,Bndespar - BNDES Participacoes SA,0.9,Gipar S/A,0.7,Itacatu S/A,0.0,-,-,-,-,-,-,-,-,Gipar S/A,66,Fundo de Investimento em Participacoes da Serra,22.3,Itacatu S/A,6,Eletrobras - Centrais Eletricas Brasileiras S.A.,1.3,Acoes em Tesouraria,1,Bndespar - BNDES Participacoes SA,0,-,-,-,-,-,-,-,-
Equatorial,ON,3220438000173,BR,ativo,2001,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EQTL3,BREQTLACNOR0,12,3410430,1258543,1980528,703804,159996,Real,109227,1.4661036955,11.522304735,18.148325082,1.8,14.2,15.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pcp Latin America Power S/A,54,Squadra Investimentos - Gestao de Recursos Ltda,5.2,Credit Suisse Hedging-Griffo C. V. S/A,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Estacio Part,ON,8807432000110,BR,ativo,2101,Escola de ensino superior,Outros,Ação,Bovespa,ESTC3,BRESTCACNOR5,12,1068718,618935,1148437,382902,70155,Real,82237,0.85498160389,7.5262683711,13.99604459,0.46736,2.6,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Private Equity Partners C, Llc",19,Oppenheimer Funds Inc.,11.7,Capital Group International Inc,5,Findllay Park Partners Llp,5.2,Administradores e Conselheiros,4,Gpcp4 FIP,1,Acoes em Tesouraria,0.3,-,-,-,-,-,-
Estrela,ON,61082004000150,BR,ativo,842,Outras outras indústrias,Outros,Ação,Bovespa,ESTR3,BRESTRACNOR3,12,150238,-191719,106078,41805,-48519,Real,16167,-3.0011133791,-11.858662708,6.5613904868,0,-,0.0,Carlos Antonio Tilkian,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Carlos Antonio Tilkian,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eternit,ON,61092037000181,BR,ativo,576,Indústria de outros produtos de minerais não metálicos,Minerais não Met,Ação,Bovespa,ETER3,BRETERACNOR3,12,691935,438093,820238,323783,97193,Real,89471,1.0863083787,4.8964804238,9.167650056,903,10.1,7.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Geracao Futuro L Par FIA,18,Luiz Barsi Filho,13.4,Victor Adler,7,Acoes em Tesouraria,0.0,-,-,-,-,-,-,-,-,-,-,-,-
Eucatex,ON,56643018000166,BR,ativo,577,Indústria de produtos de madeira compensada e afins,Outros,Ação,Bovespa,EUCA3,BREUCAACNOR1,12,1713986,997220,899120,318563,88176,Real,92136,0.9550640082,10.823348094,9.7386720996,0.234583,-,-,Brascorp Participacoes Ltda,2.2,Grandfood Ind. e Comercio Ltda,0.8,Acoes em Tesouraria,0.3,Granfood Ind e Comercio Ltda,0.3,Flavio Maluf,0.1,Paulo Salim Maluf,0.1,Otavio Maluf,0.1,-,0,-,-,-,-,Pasama Participacoes S.A,34,Granfood Ind e Comercio Ltda,7.4,Flavio Maluf,7,Brascorp Participacoes Ltda,6.1,Otavio Maluf,5,Paulo Salim Maluf,1,-,0.0,-,0,-,-,-,-
Even,ON,43470988000165,BR,ativo,2052,Construção de edifícios residenciais,Construção,Ação,Bovespa,EVEN3,BREVENACNOR8,12,3489080,1594474,1908348,520534,226121,Real,233293,0.96925584798,6.8346294637,8.1800339596,0.25704328499,4.2,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FIP Genoa,17,Carlos Luis Terepins,5.8,BNY Mellon ARX Investimentos Ltda,5,Luis Terepins,2.7,-,-,-,-,-,-,-,-,-,-,-,-
Excelsior,ON,95426862000197,BR,ativo,157,Outras indústrias de alimentos,Alimentos e Beb,Ação,Bovespa,BAUH3,BRBAUHACNOR6,12,38083,4122,68746,21566,2151,Real,5222,0.41189795209,0.78935273841,13.164266208,0,-,-,Sadia S/A.,36.6,Banrisul FIA,36.2,Notwen de Castro Sayao Cardozo,5.5,Baumhardt Com. e Part. Ltda,0.0,-,-,-,-,-,-,-,-,-,-,-,-,Sadia S/A.,54,Baumhardt Com. e Part. Ltda,46.0,-,0,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-
Eztec,ON,8312229000173,BR,ativo,2077,Construção de edifícios residenciais,Construção,Ação,Bovespa,EZTC3,BREZTCACNOR0,12,1774278,1398335,744185,375637,328967,Real,146724,2.26215214,9.5303689673,5.1174120514,0.394526294,2.5,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ez Participacoes Ltda,32,Smm Participacoes Ltda,6.5,Gar Participacoes Ltda,6,Hpc Participacoes Ltda,5.3,Mapeca Participacoes Ltda,4,Lmr Participacoes Ltda,4,Sza Participacoes Ltda,4.4,Acoes em Tesouraria,2,Vjr Participacoes Ltda,2,Mft Participacoes Ltda,1.1
Fab C Renaux,ON,82981671000145,BR,ativo,582,Tecelagens,Textil,Ação,Bovespa,FTRX3,BRFTRXACNOR0,12,146227,-125782,38966,-6075,-36179,Real,23826,-1.5184672207,-5.2791908,1.6354402753,0,0.0,-,Walter Bueckmann,13.2,Rolf Dieter Buckmann,8.1,Carlos Renaux Junior,8.0,Iris Renaux Piragibe,2.3,Maria Luiza Renaux,1.3,Astrid Renaux,1.2,-,-,-,-,-,-,-,-,Carlos Renaux Junior,15,Iris Renaux Piragibe,14.7,Rolf Dieter Buckmann,14,Walter Bueckmann,12.5,Astrid Renaux,7,Maria Luiza Renaux,7,-,-,-,-,-,-,-,-
Fer Heringer,ON,22266175000188,BR,ativo,2062,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,FHER3,BRFHERACNOR5,12,2594203,473612,4704007,604591,63890,Real,48471,1.3181077345,9.7710383528,97.047863671,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dalton Dias Heringer,52,Dalton Carlos Heringer,8.1,Juliana Heringer Resende,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ferbasa,ON,15141799000103,BR,ativo,306,Fundição,Siderur & Metalur,Ação,Bovespa,FESA3,BRFESAACNOR8,12,1267599,1093247,642334,135250,90619,Real,88280,1.0264952424,12.383858178,7.2760987766,0.3139143271,-,2.4,Fundacao Jose Carvalho,25.7,Victoire Brasil Investimentos,10.3,Fundo Fator Sinergia III e IV,8.1,Norges Bank - HSBC Ctvm S.A.,7.5,-,0.0,-,-,-,-,-,-,-,-,-,-,Fundacao Jose Carvalho,99,Acoes em Tesouraria,0.1,Fundo Fator Sinergia III e IV,0,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-
Fibam,ON,61410395000195,BR,ativo,601,"Indústria de parafusos, arruelas, porcas e produtos torneados",Siderur & Metalur,Ação,Bovespa,FBMC3,BRFBMCACNOR3,12,79280,29531,122798,23145,54,Real,726,0.074380165289,40.67630854,169.14325069,4.91327,-,-,Renata Ricci Paperini,11.8,Ricardo Athos Paperini,6.3,Paolo Paperini,6.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Renata Ricci Paperini,43,Ricardo Athos Paperini,27.1,Paolo Paperini,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,ON,60643228000121,BR,ativo,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,FIBR3,BRFIBRACNOR9,12,27853536,14510853,5854300,730031,-872622,Real,467249,-1.8675738124,31.055931501,12.529293749,0.564887,4.1,2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,30,Votorantim Investimentos Industriais S.A,29.3,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fibria,ON,60643228000121,BR,ativo,1279,"Indústria de papel , celulose e papelão",Papel e Celulose,"ADR,etc (emp estrang)",NYSE,FBR,US31573A1097,12,27853536,14510853,5854300,730031,-872622,Real,467249,-,-,-,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bndespar - BNDES Participacoes SA,30,Votorantim Investimentos Industriais S.A,29.3,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Finansinos,ON,91669747000192,BR,ativo,607,Bancos,Finanças e Seguros,Ação,Bovespa,FNCN3,BRFNCNACNOR6,12,24535,18521,-,-,631,Real,913,0.69112814896,20.285870756,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cesaro Participacoes, Assess.e Cons.Ltda",34,Lada Participacoes S/A.,27.4,Came Participacoes Ltda.,10,Jose Adolfo Selbach,6.5,-,-,-,-,-,-,-,-,-,-,-,-
Fleury,ON,60840055000131,BR,ativo,2188,Laboratório de exames médicos,Outros,Ação,Bovespa,FLRY3,BRFLRYACNOR5,12,2831721,1631881,1125741,392503,100647,Real,156204,0.74299714205,10.447119447,8.3104548142,0.20111103,0.9,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Integritas Participacoes S.A.,53,Delta Fm&B FIP,11.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Forjas Taurus,ON,92781335000102,BR,ativo,617,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,FJTA3,BRFJTAACNOR5,12,1126657,325335,617968,264268,37315,Real,128977,0.22534252443,2.5224360622,3.7318630347,0.13131661442,8.6,3.6,Acoes em Tesouraria,10.2,Luis Fernando Costa Estima,0.1,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Luis Fernando Costa Estima,23,Invespar Investimentos e Participacoes Ltda.,21.1,Acoes em Tesouraria,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fras-Le,ON,88610126000129,BR,ativo,621,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,FRAS3,BRFRASACNOR0,12,777178,350218,545585,138919,44036,Real,99981,0.4404436843,3.5028455407,5.4568868085,0.1820768,5.9,-,Randon Participacoes S/A,30.8,Acoes em Tesouraria,6.6,Nakemill SA,5.7,Clube de Investimento Padova,5.4,Maua Investimentos Ltda.,5.3,-,0.0,-,0.0,-,-,-,-,-,-,Randon Participacoes S/A,53,Previ Cx Prev Funcs Bco Brasil,34.0,Petros - Fund. Petrobras de Seg. Social,13,-,0.0,-,0,-,0,-,0.0,-,-,-,-,-,-
Gafisa,ON,1545826000107,BR,ativo,1610,Construção de edifícios residenciais,Construção,Ação,Bovespa,GFSA3,BRGFSAACNOR3,12,9506624,2648473,2940506,262168,-944868,Real,431499,-2.1900213887,6.1378427297,6.8155245322,0.2291,5.6,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gafisa,ON,1545826000107,BR,ativo,1610,Construção de edifícios residenciais,Construção,"ADR,etc (emp estrang)",NYSE,GFA,US3626073015,12,9506624,2648473,2940506,262168,-944868,Real,431499,-,-,-,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Generalshopp,ON,8764621000153,BR,ativo,2100,Locadora de imóveis,Outros,Ação,Bovespa,GSHP3,BRGSHPACNOR7,12,1281828,333113,137341,109276,-38001,Real,50481,-0.75278423791,6.5988320266,2.7206689302,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Golf Participacoes Ltda,59,Banco Fator S.A.,5.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ger Paranap,ON,2998301000181,BR,ativo,1836,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,GEPA3,BRGEPAACNOR2,12,4410468,2825265,958003,532811,281261,Real,94433,2.9784185613,29.91819597,10.144790486,8.621316453,-,-,Duke Energy Int. Brasil Ltda,91.5,Diversas Pessoas Juridicas,5.6,"Duke Energy International Brazil Holdings, Ltd.",1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Duke Energy Int. Brasil Ltda,99,Diversas Pessoas Juridicas,0.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gerdau,ON,33611500000119,BR,ativo,398,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,GGBR3,BRGGBRACNOR1,12,49981794,24997469,35406780,5108548,2005727,Real,1704898,1.2165052386,14.662146228,21.474773661,0.33,2.7,2.0,Metalurgica Gerdau S/A,21.3,Bndespar - BNDES Participacoes SA,1.9,Acoes em Tesouraria,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Metalurgica Gerdau S/A,75,Bndespar - BNDES Participacoes SA,6.6,Acoes em Tesouraria,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gerdau Met,ON,92690783000109,BR,ativo,865,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,GOAU3,BRGOAUACNOR1,12,50172211,9040054,35406780,5108549,760522,Real,406423,1.8712549867,22.242950035,87.11794483,0.53,3.5,2.2,Tarpon Investimentos S.A.,10.3,Banco J. P. Morgan S.A.,6.6,Acoes em Tesouraria,2.3,Grupo Gerdau Empreendimentos Ltda,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,Indac Ind. Adm. e Comercio S.A.,39,Grupo Gerdau Empreendimentos Ltda,26.3,Banco J. P. Morgan S.A.,7,-,0.0,-,0,-,-,-,-,-,-,-,-,-,-
Gol,ON,6164253000187,BR,ativo,1956,Transporte aéreo regular,Transporte Serviç,Ação,Bovespa,GOLL3,BRGOLLACNOR7,12,10655141,2205911,7539308,893253,-751538,Real,266666,-2.7892791435,8.2721937861,27.981598483,0.188461209,-,-,Fundo de Investimento em Participacoes Volluto,22.2,"Delta Airlines, Inc.",6.2,Fidelity Investments,5.3,"Wellington Management Company, Llp",5.0,Constantino de Oliveira Junior,1.5,Acoes em Tesouraria,0.3,Ricardo Constantino,0.0,-,0,-,0.0,-,-,Fundo de Investimento em Participacoes Volluto,100,Constantino de Oliveira Junior,0.0,Ricardo Constantino,0,Joaquim Constantino Neto,0.0,Henrique Constantino,0,-,0,-,0.0,-,0,-,0,-,-
GPC Part,ON,2193750000152,BR,ativo,1663,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,GPCP3,BRGPCPACNOR4,12,765369,181722,615248,121435,-58412,Real,358850,-0.24971082163,0.50640142374,2.6301801614,0,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Antonio Dias Dos Santos,12,Portugal Clube de Investimentos,9.8,Maria Candida P. Palhares,8,Paulo Cesar Peixoto de Castro Palhares,7.5,Edson Figueiredo Menezes,5,Joao Carlos Peixoto de Castro Palhares,3,Heitor Peixoto de Castro Palhares,2.9,Sergio Peixoto de Castro Palhares,3,Maria Helena Palhares Salgado,3,Zelia Maria Peixoto Palhares,2.7
Grazziotin,ON,92012467000170,BR,ativo,453,Loja de roupas,Comércio,Ação,Bovespa,CGRA3,BRCGRAACNOR2,12,425975,291704,291223,150062,35577,Real,21709,1.6401189386,13.43671187,13.425488821,0.968071599,7.0,6.7,Fama Investimentos Ltda,26.0,Eduardo Brenner,14.8,Vr Grazziotin S/A Adm Particip,14.2,Credit Suisse Hedging-Griffo C. V. S/A,11.8,-,-,-,-,-,-,-,-,-,-,-,-,Vr Grazziotin S/A Adm Particip,62,Fama Investimentos Ltda,18.0,Credit Suisse Hedging-Griffo C. V. S/A,6,Eduardo Brenner,5.2,-,-,-,-,-,-,-,-,-,-,-,-
Grendene,ON,89850341000160,BR,ativo,1961,Indústria de calçados,Textil,Ação,Bovespa,GRND3,BRGRNDACNOR3,12,2045624,1800563,1482636,642139,305446,Real,300720,1.0157156159,5.9875066507,4.9302873105,0.61,7.9,6.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Alexandre G. Bartelle Part. S/A,30,Verona Neg. e Participacoes S/A,23.9,Grendene Negocios S/A,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Grucai,ON,1258945000170,BR,ativo,1569,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,GRUC3,BRGRUCACNOR0,12,40,-209,0,0,-256,Real,139,-2.1154105417,-1.508992585,0,0,-,-,GP Investimentos Ltda,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,GP Investimentos Ltda,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guararapes,ON,8402943000152,BR,ativo,466,Indústria de roupas de tecido,Textil,Ação,Bovespa,GUAR3,BRGUARACNOR4,12,3710950,2238348,3046024,1747840,363852,Real,62400,5.8309615385,35.870961539,48.81448718,1.09,1.3,1.4,Nevaldo Rocha,47.0,Lisiane Gurgel Rocha,14.4,Elvio Gurgel Rocha,14.2,Flavio Gurgel Rocha,14.2,-,-,-,-,-,-,-,-,-,-,-,-,Nevaldo Rocha,37,Lisiane Gurgel Rocha,13.5,Elvio Gurgel Rocha,13,Flavio Gurgel Rocha,12.5,-,-,-,-,-,-,-,-,-,-,-,-
Habitasul,ON,87762563000103,BR,ativo,329,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,HBTS3,BRHBTSACNOR0,12,1303145,524238,80054,53409,9737,Real,9134,1.0660171791,57.39609864,8.7643975822,0.4588269,-,-,Companhia Comercial de Imoveis,35.7,Pericles de Freitas Druck,0.1,Eurito de Freitas Druck,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Companhia Comercial de Imoveis,100,Pericles de Freitas Druck,0.0,Eurito de Freitas Druck,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haga S/A,ON,30540991000166,BR,ativo,1336,Indústria de ferragens,Siderur & Metalur,Ação,Bovespa,HAGA3,BRHAGAACNOR7,12,35584,-101568,35139,13096,6311,Real,11900,0.53030067227,-8.5351215967,2.9528212605,0,0.0,0.0,Antonio Dias Dos Santos,31.2,Sandra Antonia Fusco Riegert,0.3,Assoc. Dos Fund. da Ferr. Haga S.A.,0.0,-,0.0,-,0.0,-,-,-,-,-,-,-,-,-,-,Assoc. Dos Fund. da Ferr. Haga S.A.,73,Antonio Dias Dos Santos,9.0,Sandra Antonia Fusco Riegert,7,Ronaldo Riegert,2.6,Leonardo Fusco Riegert,0,-,-,-,-,-,-,-,-,-,-
Helbor,ON,49263189000102,BR,ativo,2087,Construção de edifícios residenciais,Construção,Ação,Bovespa,HBOR3,BRHBORACNOR3,12,2630337,846197,1178528,357000,213345,Real,65097,1.0924466565,4.3330056173,6.0347276628,0.2656879633,3.9,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Part Ind Henrique Borenstein Via A Contr Helio Borenstein SA,39,Dynamo Administracao de Recursos Ltda,8.9,Henrique Borenstein,9,Credit Suisse Hedging-Griffo C. V. S/A,7.5,Part Ind Maria C Borenstein Via A Contr Helio Borenstein SA,5,-,-,-,-,-,-,-,-,-,-
Hercules,ON,92749225000163,BR,ativo,662,Indústria de ferramentas de metal não motorizadas e cutelaria,Siderur & Metalur,Ação,Bovespa,HETA3,BRHETAACNOR2,12,13641,-340311,3104,3104,-36357,Real,15300,-2.3762745098,-22.24254902,0.20287581699,0,0.0,-,Zhepar Particip Ltda,27.5,Elece Admin e Particip Ltda,8.5,Fund Func Empr Zivi e Hercules S/A,0.3,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,Hercules S/C de Part Ltda,72,Fund Func Empr Zivi e Hercules S/A,13.4,Elece Admin e Particip Ltda,13,Zhepar Particip Ltda,0.0,-,-,-,-,-,-,-,-,-,-,-,-
