Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|consolid:sim*,Receita|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,AcPossuid|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,AcPossuid|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,AcPossuid|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,AcPossuid|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,AcPossuid|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,AcPossuid|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,AcPossuid|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,AcPossuid|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,AcPossuid|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,AcPossuid|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,AcPossuid|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,AcPossuid|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,AcPossuid|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,AcPossuid|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,AcPossuid|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,AcPossuid|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,AcPossuid|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,AcPossuid|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,AcPossuid|31/12/2011|10.Maior|Com Voto
Du Pont (Ei),Com,-,US,ativo,30554,"Indústria de fibras e borracha sintéticas, resinas e filamentos",Química,"ADR,etc (emp estrang)",Bovespa,DUPO11B,BRDUPOBDR000,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dufry Ag,ON,11423623000193,OT,ativo,8011,Outras lojas de mercadorias variadas,Comércio,Ação,Bovespa,DAGB11,BRDAGBBDR008,12,6627402000,1905865000,5009541000,2916318000,212129000,Real,26868087,7.9215112559,70.93415322,187.07077023,0,0.0,0.0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,Global Retail Group Sarl E Travel Retail Investment Sca,6103172,Artio Global Management Llc,1906773,Credit Suisse Group Ag,1837872,Skopos Inv Admin de Rec Intern Ltda E Skopos Admin de Rec Ltda,1194468,Hudson Media Inc,1154677,Acoes Em Tesouraria,146309,-,-,-,-,-,-,-,-
Dufrybras,ON,-,OT,cancelado,8003,Outras lojas de mercadorias variadas,Comércio,Ação,Bovespa,DUFB11,BRDUFBBDR008,-,-,-,-,-,-,Real,-,-,-,-,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Dufry Ag,33174780000,Credit Suisse Hedging-Griffo,3698500000,Grupo Skopos,3691800000,Capital Group International Inc.,3319500000,-,-,-,-,-,-,-,-,-,-,-,-
Duratex,ON,97837181000147,BR,ativo,2109,Indústria de móveis e afins,Outros,Ação,Bovespa,DTEX3,BRDTEXACNOR3,12,6814150000,3689209000,2970365000,1011931000,374212000,Real,548146000,0.6818153826,6.7303400919,5.4120139091,0.2756963315,3.1,1.9,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Itausa Invest Itau S.A.,194070169,Cia Ligna de Investimentos,80811511,Maria de Lourdes Egydio Villela,7472054,Paulo Setubal Neto,6305634,Andrea Laserna Seibel,6300000,Alex Laserna Seibel,6300000,Fundo de Inv. em Participações Progresso,4600000,Alfredo Egydio Arruda Villela Filho,3946500,Ana Lucia de Mattos Barretto Villela,3945733,Oes Participações S.A.,2006569
Duratex-Old,ON,-,BR,cancelado,527,Outras indústria de artigos de madeira,Outros,Ação,Bovespa,DURA3,-,-,-,-,-,-,-,Real,53556000,-,-,-,0,-,-,HSBC Bank Brasil SA,9422900,Itausa Invest Itau S.A.,6098671,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Itausa Invest Itau S.A.,32005853,Itaucorp S/A,15405180,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Duratex-Old,PN,-,BR,cancelado,527,Outras indústria de artigos de madeira,Outros,Ação,Bovespa,DURA4,-,-,-,-,-,-,-,Real,73139000,-,-,-,0,-,-,HSBC Bank Brasil SA,9422900,Itausa Invest Itau S.A.,6098671,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Itausa Invest Itau S.A.,32005853,Itaucorp S/A,15405180,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ebay,Com,-,US,ativo,1065088,Outros serviços de apoio,Outros,"ADR,etc (emp estrang)",Bovespa,EBAY11B,BREBAYBDR009,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ecisa,ON,33261561000101,BR,cancelado,533,Construção de edifícios não residenciais,Construção,Ação,Bovespa,ECIS3,-,-,-,-,-,-,-,Real,562768,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ecisa,PN,33261561000101,BR,cancelado,533,Construção de edifícios não residenciais,Construção,Ação,Bovespa,ECIS4,-,-,-,-,-,-,-,Real,86657,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Economico,ON,-,BR,cancelado,124,Bancos,Finanças e Seguros,Ação,Bovespa,BCE3,-,-,-,-,-,-,-,Real,7253669421,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Economico,PN,-,BR,cancelado,124,Bancos,Finanças e Seguros,Ação,Bovespa,BCE4,-,-,-,-,-,-,-,Real,7253669421,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ecorodovias,ON,4149454000180,BR,ativo,1945,Atividades auxiliares ao transporte,Transporte Serviç,Ação,Bovespa,ECOR3,BRECORACNOR8,12,4156437000,1882060000,1827371000,1014348000,383017000,Real,558699000,0.68563822229,3.3686475186,3.2711743967,0.51116492,3.7,4.0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Primav Construcoes e Comercio S/A,251351396,Impregilo International Infrastructures,163344672,Acoes em Tesouraria,160938,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Edn,PNA,13565502000101,BR,cancelado,536,Indústria química básica,Química,Ação,Bovespa,EDNE5,-,-,-,-,-,-,-,Real,0,-,-,-,0,-,-,Dow Quimica SA,1259537000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dow Quimica SA,7743952000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eldorado,ON,62791116000143,BR,cancelado,276,"Hotel, motel ou similar",Outros,Ação,Bovespa,ASSM3,-,-,-,-,-,-,-,Real,229000,-,-,-,0,-,-,Construtora Arao Sahm Ltda.,3000,Dalio Sahm,2000,Bernardo Sahm,1000,Estela Sahm Shdaior,1000,-,-,-,-,-,-,-,-,-,-,-,-,Bernardo Sahm,65000,Estela Sahm Shdaior,59000,Dalio Sahm,51000,Construtora Arao Sahm Ltda.,31000,-,-,-,-,-,-,-,-,-,-,-,-
Eldorado,PN,62791116000143,BR,cancelado,276,"Hotel, motel ou similar",Outros,Ação,Bovespa,ASSM4,-,-,-,-,-,-,-,Real,8000,-,-,-,0,-,-,Construtora Arao Sahm Ltda.,3000,Dalio Sahm,2000,Bernardo Sahm,1000,Estela Sahm Shdaior,1000,-,-,-,-,-,-,-,-,-,-,-,-,Bernardo Sahm,65000,Estela Sahm Shdaior,59000,Dalio Sahm,51000,Construtora Arao Sahm Ltda.,31000,-,-,-,-,-,-,-,-,-,-,-,-
Electrolux,PN,76487032000125,BR,cancelado,1000,Indústria de eletrodomésticos,Eletroeletrônicos,Ação,Bovespa,REPA4,-,-,-,-,-,-,-,Real,408524377000,-,-,-,0,-,-,Ab Electrolux,396850914141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ab Electrolux,204143037140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elekeiroz,ON,13788120000147,BR,ativo,435,Indústria química básica,Química,Ação,Bovespa,ELEK3,BRELEKACNOR5,12,653537000,476704000,776693000,89570000,14827000,Real,14518000,0.47092266159,15.14067016,24.668667619,0.32,2.9,2.5,Itausa Invest Itau S.A.,16117360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Itausa Invest Itau S.A.,14261751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elekeiroz,PN,13788120000147,BR,ativo,435,Indústria química básica,Química,Ação,Bovespa,ELEK4,BRELEKACNPR2,12,653537000,476704000,776693000,89570000,14827000,Real,16967000,0.47092266159,15.14067016,24.668667619,0.32,3.4,2.5,Itausa Invest Itau S.A.,16117360,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Itausa Invest Itau S.A.,14261751,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elektro,ON,2328280000197,BR,ativo,1748,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EKTR3,BREKTRACNOR0,12,3418815000,1368644000,3564093000,1049215000,492436000,Real,91880972,2.5414836292,7.063631254,18.394439099,2.420003432,-,-,Iberdrola Energia do Brasil,66744382,Epc Empr. Paranaense Com. Ltda,34535214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Epc Empr. Paranaense Com. Ltda,91854302,Iberdrola Energia do Brasil,1523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elektro,PN,2328280000197,BR,ativo,1748,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EKTR4,BREKTRACNPR7,12,3418815000,1368644000,3564093000,1049215000,492436000,Real,101878293,2.5414836292,7.063631254,18.394439099,2.662003775,10.6,10.4,Iberdrola Energia do Brasil,66744382,Epc Empr. Paranaense Com. Ltda,34535214,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Epc Empr. Paranaense Com. Ltda,91854302,Iberdrola Energia do Brasil,1523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eletrobras,ON,1180000126,BR,ativo,243,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,"ADR,etc (emp estrang)",NYSE,EBR,US15234Q2075,12,163142432000,76843509000,33061356000,28345609000,3732565000,Real,1087050297,-,-,-,538,5.5,3.9,JP Morgan Chase Bank,35147881,Skagen Kon Tiki Verdipapirfond,27648063,Bndespar - BNDES Participacoes SA,18691102,BNDES - Banco Nac de Desenvol Economico e Social,18262671,Fundo Garantidor Para Investimentos Fgi,8750000,Fundo Garantia de Operacoes Fgo,468600,Paola Penotti Chiappa,22800,Giovanni Chiappa,9512,Victor Adler,8194,Uniao Federal (Tesouro Nacional),2252,Uniao Federal (Tesouro Nacional),552968382,Bndespar - BNDES Participacoes SA,180757950,BNDES - Banco Nac de Desenvol Economico e Social,76338832,JP Morgan Chase Bank,76105586,Fnd Fundo Nacional de Desenvolvimento,45621589,Caixa Economica Federal,8701564,Fundo Garantidor de Habitacao Fghab,1000000,-,0,-,0,-,0
Eletrobras,ON,1180000126,BR,ativo,243,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELET3,BRELETACNOR6,12,163142432000,76843509000,33061356000,28345609000,3732565000,Real,1087050297,2.7730885363,56.81027042,24.562751705,0.87460685327,4.9,3.9,JP Morgan Chase Bank,35147881,Skagen Kon Tiki Verdipapirfond,27648063,Bndespar - BNDES Participacoes SA,18691102,BNDES - Banco Nac de Desenvol Economico e Social,18262671,Fundo Garantidor Para Investimentos Fgi,8750000,Fundo Garantia de Operacoes Fgo,468600,Paola Penotti Chiappa,22800,Giovanni Chiappa,9512,Victor Adler,8194,Uniao Federal (Tesouro Nacional),2252,Uniao Federal (Tesouro Nacional),552968382,Bndespar - BNDES Participacoes SA,180757950,BNDES - Banco Nac de Desenvol Economico e Social,76338832,JP Morgan Chase Bank,76105586,Fnd Fundo Nacional de Desenvolvimento,45621589,Caixa Economica Federal,8701564,Fundo Garantidor de Habitacao Fghab,1000000,-,0,-,0,-,0
Eletrobras,PNA,1180000126,BR,ativo,243,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELET5,BRELETACNPA9,12,163142432000,76843509000,33061356000,28345609000,3732565000,Real,147000,2.7730885363,56.81027042,24.562751705,2.2847035632,-,5.4,JP Morgan Chase Bank,35147881,Skagen Kon Tiki Verdipapirfond,27648063,Bndespar - BNDES Participacoes SA,18691102,BNDES - Banco Nac de Desenvol Economico e Social,18262671,Fundo Garantidor Para Investimentos Fgi,8750000,Fundo Garantia de Operacoes Fgo,468600,Paola Penotti Chiappa,22800,Giovanni Chiappa,9512,Victor Adler,8194,Uniao Federal (Tesouro Nacional),2252,Uniao Federal (Tesouro Nacional),552968382,Bndespar - BNDES Participacoes SA,180757950,BNDES - Banco Nac de Desenvol Economico e Social,76338832,JP Morgan Chase Bank,76105586,Fnd Fundo Nacional de Desenvolvimento,45621589,Caixa Economica Federal,8701564,Fundo Garantidor de Habitacao Fghab,1000000,-,0,-,0,-,0
Eletrobras,PNB,1180000126,BR,ativo,243,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,"ADR,etc (emp estrang)",NYSE,EBR.B,US15234Q1085,12,163142432000,76843509000,33061356000,28345609000,3732565000,Real,265436803,-,-,-,0,0.0,0.0,JP Morgan Chase Bank,35147881,Skagen Kon Tiki Verdipapirfond,27648063,Bndespar - BNDES Participacoes SA,18691102,BNDES - Banco Nac de Desenvol Economico e Social,18262671,Fundo Garantidor Para Investimentos Fgi,8750000,Fundo Garantia de Operacoes Fgo,468600,Paola Penotti Chiappa,22800,Giovanni Chiappa,9512,Victor Adler,8194,Uniao Federal (Tesouro Nacional),2252,Uniao Federal (Tesouro Nacional),552968382,Bndespar - BNDES Participacoes SA,180757950,BNDES - Banco Nac de Desenvol Economico e Social,76338832,JP Morgan Chase Bank,76105586,Fnd Fundo Nacional de Desenvolvimento,45621589,Caixa Economica Federal,8701564,Fundo Garantidor de Habitacao Fghab,1000000,-,0,-,0,-,0
Eletrobras,PNB,1180000126,BR,ativo,243,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELET6,BRELETACNPB7,12,163142432000,76843509000,33061356000,28345609000,3732565000,Real,265436803,2.7730885363,56.81027042,24.562751705,1.713528217,6.4,6.4,JP Morgan Chase Bank,35147881,Skagen Kon Tiki Verdipapirfond,27648063,Bndespar - BNDES Participacoes SA,18691102,BNDES - Banco Nac de Desenvol Economico e Social,18262671,Fundo Garantidor Para Investimentos Fgi,8750000,Fundo Garantia de Operacoes Fgo,468600,Paola Penotti Chiappa,22800,Giovanni Chiappa,9512,Victor Adler,8194,Uniao Federal (Tesouro Nacional),2252,Uniao Federal (Tesouro Nacional),552968382,Bndespar - BNDES Participacoes SA,180757950,BNDES - Banco Nac de Desenvol Economico e Social,76338832,JP Morgan Chase Bank,76105586,Fnd Fundo Nacional de Desenvolvimento,45621589,Caixa Economica Federal,8701564,Fundo Garantidor de Habitacao Fghab,1000000,-,0,-,0,-,0
Eletropar,ON,1104937000170,BR,ativo,1578,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,LIPR3,BRLIPRACNOR7,12,243224000,202049000,0,0,23655000,Real,11764000,2.0106682794,17.175195512,0,0.96167,2.0,2.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Eletrobras - Centrais Eletricas Brasileiras S.A.,9848901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eletropaulo,ON,61695227000193,BR,ativo,1417,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELPL3,BRELPLACNOR9,12,10765981000,4009711000,9835578000,2344514000,1572105000,Real,66605000,9.3944509787,23.960888947,58.774608164,6.8067207623,15.4,22.7,Companhia Brasiliana de Energia,7434389,Geracao Futuro Corretora de Valores S/A,6000000,Bndespar - BNDES Participacoes SA,734576,Uniao Federal (Tesouro Nacional),258,-,0,-,-,-,-,-,-,-,-,-,-,AES Elpa,51825798,Uniao Federal (Tesouro Nacional),13342384,Bndespar - BNDES Participacoes SA,1,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Eletropaulo,PN,61695227000193,BR,ativo,1417,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELPL4,BRELPLACNPR6,12,10765981000,4009711000,9835578000,2344514000,1572105000,Real,100739000,9.3944509787,23.960888947,58.774608164,7.4873928379,20.5,23.3,Companhia Brasiliana de Energia,7434389,Geracao Futuro Corretora de Valores S/A,6000000,Bndespar - BNDES Participacoes SA,734576,Uniao Federal (Tesouro Nacional),258,-,0,-,-,-,-,-,-,-,-,-,-,AES Elpa,51825798,Uniao Federal (Tesouro Nacional),13342384,Bndespar - BNDES Participacoes SA,1,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Eletropaulo,PNA,61695227000193,BR,cancelado,1417,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELPL5,-,12,10765981000,4009711000,9835578000,2344514000,1572105000,Real,0,9.3944509787,23.960888947,58.774608164,0,-,0.0,Companhia Brasiliana de Energia,7434389,Geracao Futuro Corretora de Valores S/A,6000000,Bndespar - BNDES Participacoes SA,734576,Uniao Federal (Tesouro Nacional),258,-,0,-,-,-,-,-,-,-,-,-,-,AES Elpa,51825798,Uniao Federal (Tesouro Nacional),13342384,Bndespar - BNDES Participacoes SA,1,-,0,-,0,-,-,-,-,-,-,-,-,-,-
Eletropaulo (Old),PNB,-,BR,cancelado,01417-old,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,ELPL11-old,-,-,-,-,-,-,-,Real,11120856598,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eleva,ON,92776665000100,BR,cancelado,1223,Abatedouros,Alimentos e Beb,Ação,Bovespa,ELEV3,-,-,-,-,-,-,-,Real,64830000,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Perdigao S.A.,64830000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elevad Atlas,ON,28986000108,BR,cancelado,1559,Indústria de máquinas indústriais,Máquinas Indust,Ação,Bovespa,ELAT3,-,-,-,-,-,-,-,Real,20816000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eluma,ON,-,BR,cancelado,547,Indústria de ferramentas de metal não motorizadas e cutelaria,Siderur & Metalur,Ação,Bovespa,ELUM3,-,-,-,-,-,-,-,Real,6967000,-,-,-,0,-,-,"Paranapanema S/A Min, Ind e Const",11253000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Paranapanema S/A Min, Ind e Const",6959000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eluma,PN,-,BR,cancelado,547,Indústria de ferramentas de metal não motorizadas e cutelaria,Siderur & Metalur,Ação,Bovespa,ELUM4,-,-,-,-,-,-,-,Real,11466000,-,-,-,0,-,-,"Paranapanema S/A Min, Ind e Const",11253000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Paranapanema S/A Min, Ind e Const",6959000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Emae,ON,2302101000142,BR,ativo,1699,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EMAE3,BREMAEACNOR4,12,1132142000,771885000,164093000,-58986000,-40815000,Real,14705000,-1.1046905026,20.891682681,4.4413078193,0.0796858965,-,-,Eletrobras - Centrais Eletricas Brasileiras S.A.,14416333,Altocapital Ajax Fundo de Investimento em Acoes,1384000,Governo do Estado de Sao Paulo,52068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Governo do Estado de Sao Paulo,14354538,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Emae,PN,2302101000142,BR,ativo,1699,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,EMAE4,BREMAEACNPR1,12,1132142000,771885000,164093000,-58986000,-40815000,Real,22242000,-1.1046905026,20.891682681,4.4413078193,0.0876544862,1.3,1.1,Eletrobras - Centrais Eletricas Brasileiras S.A.,14416333,Altocapital Ajax Fundo de Investimento em Acoes,1384000,Governo do Estado de Sao Paulo,52068,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Governo do Estado de Sao Paulo,14354538,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Embraco,ON,-,BR,cancelado,555,Indústria de equipamentos de refrigeração,Máquinas Indust,Ação,Bovespa,EBCO3,-,-,-,-,-,-,-,Real,465924000,-,-,-,0,-,-,Whirlpool do Brasil Ltda,61474000,Multibras S/A Eletrodomesticos,44142000,Brasmotor S/A,5023000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Multibras S/A Eletrodomesticos,309346000,Whirlpool do Brasil Ltda,140545000,Brasmotor S/A,2032000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Embraco,PN,-,BR,cancelado,555,Indústria de equipamentos de refrigeração,Máquinas Indust,Ação,Bovespa,EBCO4,-,-,-,-,-,-,-,Real,198803000,-,-,-,0,-,-,Whirlpool do Brasil Ltda,61474000,Multibras S/A Eletrodomesticos,44142000,Brasmotor S/A,5023000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Multibras S/A Eletrodomesticos,309346000,Whirlpool do Brasil Ltda,140545000,Brasmotor S/A,2032000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Embraer,ON,7689002000189,BR,ativo,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,"ADR,etc (emp estrang)",NYSE,ERJ,US29082A1079,12,16616375000,5641331000,9858055000,2219230000,156297000,Real,723667000,-,-,-,0.08825,1.4,1.2,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76676601,Oppenheimer Funds Inc.,62631392,Thornburg Investment Management'S,49489852,Cia Bozano Simonsen Com & Ind,43771789,Bndespar - BNDES Participacoes SA,39762489,"Blackrock, Inc",36736780,Acoes em Tesouraria,16800000,-,-,-,-,-,-
Embraer,ON,7689002000189,BR,ativo,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,Ação,Bovespa,EMBR3,BREMBRACNOR4,12,16616375000,5641331000,9858055000,2219230000,156297000,Real,723667000,0.21597976801,7.7954791361,13.622401146,0.25,2.1,2.1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76676601,Oppenheimer Funds Inc.,62631392,Thornburg Investment Management'S,49489852,Cia Bozano Simonsen Com & Ind,43771789,Bndespar - BNDES Participacoes SA,39762489,"Blackrock, Inc",36736780,Acoes em Tesouraria,16800000,-,-,-,-,-,-
Embraer,PN,7689002000189,BR,cancelado,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,"ADR,etc (emp estrang)",NYSE,ERJ-old,-,12,16616375000,5641331000,9858055000,2219230000,156297000,Real,0,-,-,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76676601,Oppenheimer Funds Inc.,62631392,Thornburg Investment Management'S,49489852,Cia Bozano Simonsen Com & Ind,43771789,Bndespar - BNDES Participacoes SA,39762489,"Blackrock, Inc",36736780,Acoes em Tesouraria,16800000,-,-,-,-,-,-
Embraer,PN,7689002000189,BR,cancelado,2008,Indústria de equipamentos aeroespacias,Veiculos e peças,Ação,Bovespa,EMBR4,-,12,16616375000,5641331000,9858055000,2219230000,156297000,Real,0,0.21597976801,7.7954791361,13.622401146,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Previ Cx Prev Funcs Bco Brasil,76676601,Oppenheimer Funds Inc.,62631392,Thornburg Investment Management'S,49489852,Cia Bozano Simonsen Com & Ind,43771789,Bndespar - BNDES Participacoes SA,39762489,"Blackrock, Inc",36736780,Acoes em Tesouraria,16800000,-,-,-,-,-,-
Embratel Part,ON,2558124000112,BR,ativo,1764,Telecomunicações,Telecomunicações,Ação,Bovespa,EBTP3,BREBTPACNOR3,12,22074821000,10460592000,12233264000,3697697000,391378000,Real,564044547000,0.00035964159008,0.0096123541438,0.011241282128,0.0001613904,1.8,1.6,Telmex Solutions Telecom. Ltda,510584659952,Controladora de Serv. Telec. S.A. de C.V,3282819136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Telmex Solutions Telecom. Ltda,308909393495,Controladora de Serv. Telec. S.A. de C.V,245035493313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
